,label,text
846,0,"nous, les écrivains, sommes un groupe de fous. je ne peux pas penser à une autre profession où le travail réel est profond dans, mal à l'aise, et qui veut sortir."
847,0,un homme n'a que tant de connaissances qu'il met au travail.
848,0,"si un artisan veut faire du bon travail, il doit d'abord aiguiser ses outils."
849,0,"si la culture dominante pense que les rôles de genre ne sont pas importants, la culture religieuse les rend trop importants."
850,0,un homme n'est pas oisif parce qu'il est absorbé dans la pensée. il y a un travail visible et il y a un travail invisible.
851,0,"dans la plupart des cas, être un bon patron, c'est embaucher des gens talentueux et ensuite s'éloigner de leur chemin."
852,0,vous ne devriez pas confondre votre carrière avec votre vie.
853,0,ce qui a marché hier ne marche pas toujours aujourd'hui.
854,0,j'ai observé que la plupart des gens avancent pendant que d'autres gaspillent.
855,0,"quand vous attendez que le monde se termine à tout moment, vous savez qu'il n'y a pas besoin de se dépêcher. vous prenez votre temps, vous faites votre travail bien."
856,0,c'est la qualité plutôt que la quantité qui importe.
857,0,la plus grande lassitude vient du travail non fait.
858,0,"j'ai toujours dit que l'oisiveté atténue l'esprit. nous devons garder le cerveau occupé, ou au moins les mains si nous n'avons pas de cerveau."
859,0,"penser est le travail le plus dur que tout le monde puisse faire, ce qui est probablement la raison pour laquelle nous avons si peu de penseurs."
860,0,nous avons passé nos vies à gagner notre vie.
861,0,la bureaucratie est la mort de tout travail sain.
862,0,je veux être complètement épuisé quand je meurs pour le plus dur je travaille plus je vis. je me réjouis dans la vie pour son propre bien.
863,0,"plus je veux faire quelque chose, moins j'appelle ça du travail."
864,0,j'avais le travail de bureau le plus ennuyeux au monde... j'avais l'habitude de nettoyer les fenêtres sur les enveloppes.
865,0,"quatre-vingt-dix pour cent du travail rémunéré, c'est de la merde qui gaspille le temps."
866,0,le travail vous rendra fou si vous le laissez faire.
867,0,"pourquoi dois-je faire la couture ? parce que je suis une fille ? c'est ça ? ce n'est pas juste, je te dis !"
868,0,tout le travail est l'évitement du travail plus dur.
869,0,"travaillez dur, faites le maximum d'efforts et faites preuve d'une bonne attitude."
870,0,l'ouvrier humain ira sur le chemin du cheval.
871,0,aucun travail n'est si important que tu dois le faire.
872,0,qu'est-ce que vous ne travaillez pas sur ce que vous devriez?
873,0,"si votre travail est stressant, ce n'est pas votre travail."
874,0,"et l'amour, c'est le travail, mais c'est le meilleur genre de travail qu'il y ait."
875,0,il y a un art dans chaque travail.
876,0,je vois votre point. il vous ennuie de voir quelqu'un qui est capable de travailler permis de vivre sans travailler. mais pourquoi considérez-vous le travail comme une vertu?
877,0,"je n'ai aucune idée de comment être un artiste et un amant, donc j'ai choisi celui le plus susceptible de me rendre heureux quand j'ai quatre-vingts ans et de regarder en arrière sur une longue et productive vie."
878,0,l'écriture est un travail intéressant.
879,0,c'est un must pour exceller dans notre travail.
880,0,faites-le avec passion ou pas du tout.
881,0,on ne peut pas dire qu'un corps s'habitue à travailler dur.
882,0,oui. le travail est l'amour rendu visible.
883,0,"je n'en ai pas, la direction ne les autorise pas."
884,0,"si vous allez travailler, vous pourriez aussi bien travailler avec passion et donner tout ce que vous avez."
885,0,laissez les autres se gifler à l'arrière pendant que vous êtes de retour dans le labo ou le gymnase ou de frapper le trottoir.
886,0,"lorsque vous choisissez une carrière, elle ne vous affecte pas seulement, mais beaucoup de personnes qui dépendent de votre travail."
887,0,"notre culture doit trouver une image robuste du succès féminin qui est d'abord, pas masculin, et ensuite, pas une femme blanche au téléphone, tenant un bébé pleurant,"
888,0,"ma mère disait souvent, tant qu'une personne est heureuse au travail, alors la pauvreté n'est pas à avoir honte."
889,0,j'ai appris à être fier de ce que je fais.
890,0,"si vous aimez être au travail plus que d'être à la maison cela ne signifie pas que vous êtes un ouvrier, cela signifie simplement que vous êtes amoureux de votre travail et vous l'adorez."
891,0,même l'entreprise ordinaire de nettoyage de maison semblait être devenue sacramentelle.
892,0,"le travail est un processus, et tout processus doit être contrôlé. pour rendre le travail productif, il faut donc mettre en place les contrôles appropriés dans le processus de travail."
893,0,nous travaillons tout d'abord à réaliser nos potentiels cachés.
894,0,"tous les emplois sont étranges, ou ils seraient des jeux, des siestes ou des pique-niques."
895,0,ne vous inquiétez pas de ce que vous ne pouvez pas faire. travaillez sur ce que vous pouvez faire - puis comptez vos bénédictions.
896,0,le travail est donc la clé essentielle pour se découvrir.
897,0,"sans travail, rien ne prospère."
898,0,le dur labeur est souvent le travail facile que vous n'avez pas fait au bon moment.
899,0,j'adore le garder par moi : l'idée de m'en débarrasser me brise presque le cœur.
900,0,gérer c'est être payé pour la maison dirige quelqu'un d'autre frappe.
901,0,la plupart des hommes assis en première classe dans un avion ont un travail vraiment ennuyeux.
902,0,la vie professionnelle est comme une bouche d'incendie. vous passez tout votre temps à éteindre les feux et à vous tenir debout contre les grands chiens.
903,0,les gens qui travaillent assis sont payés plus que ceux qui travaillent debout.
904,0,j'ai quitté le journalisme parce que j'ai rencontré trop de gens intéressants à un salaire inintéressant.
905,0,la profession d'écriture de livres fait des courses de chevaux semblent être une entreprise stable solide.
906,0,"je suis écrivain, j'écris des chèques, ils ne sont pas très bons."
907,1,une secrétaire doit penser comme un homme agir comme une dame ressemble à une fille et travailler comme un chien.
908,0,j'ai travaillé comme vendeur et j'ai été très indépendant.
909,0,"je suis pianiste de concert, c'est une façon prétentieuse de dire que je suis au chômage en ce moment."
910,0,"si l'école de droit est si difficile à comprendre, comment se fait-il qu'il y ait autant d'avocats ?"
911,0,"je déteste être placé dans des comités, ils ont toujours des réunions où la moitié sont absents et le reste tard."
912,0,"dieu merci, j'ai l'occasion de faire ce que j'aime, c'est-à-dire ma famille et de travailler dans une entreprise et d'essayer de faire de son mieux."
913,0,"si vous ne pouvez pas travailler avec l'amour, mais seulement avec le dégoût, il est préférable que vous quittiez votre travail."
914,0,ma mère m'a appris à aimer mon travail.
915,0,"une attitude positive est quelque chose sur laquelle tout le monde peut travailler, et tout le monde peut apprendre à l'employer."
916,0,comment développer une attitude positive quand toutes les statistiques disent que vous êtes un homme mort? vous allez au travail.
917,0,"il y avait toujours un sentiment pour moi que ça marcherait. c'est ce qui me fait avancer. vous entrez avec une attitude positive et restez là, et c'est une grande partie de ce qui fait que ça marche."
918,0,"je suis toujours en train d'agir, d'être à une fête, au travail ou au bureau. mon attitude change de réunion en réunion, d'être sérieux à intense à drôle, en fonction de qui est dans la salle."
919,0,"mes parents ont une forte éthique du travail, mais leur attitude à l'égard de la vie, leur philosophie, est : « tout ce qui vous rend heureux. »"
920,0,"lorsque vous prenez votre retraite, c'est un endroit dans la vie, une partie du voyage. vous ne quittez pas le travail; vous développez une attitude où vous pouvez faire ce que vous voulez."
921,0,"j'ai travaillé avec rachel dratch, et elle a eu une telle drôle d'attitude quand elle s'approchait de la scène et pouvait transformer n'importe quoi en bijou."
922,0,"restez positif et heureux. travaillez dur et n'abandonnez pas l'espoir. soyez ouvert à la critique et continuez à apprendre. entourez-vous de personnes heureuses, chaudes et authentiques."
923,0,mon grand espoir est de rire autant que je pleure pour faire mon travail et essayer d'aimer quelqu'un et avoir le courage d'accepter l'amour en retour.
924,0,"le football est comme la vie - il exige persévérance, renoncement à soi-même, travail acharné, sacrifice, dévouement et respect de l'autorité."
925,0,"le football ressemble beaucoup à la vie en ce sens qu'il enseigne que le travail, le sacrifice, la persévérance, la compétition, l'abnégation et le respect de l'autorité sont le prix que chacun d'entre nous doit payer pour atteindre un but qui en vaut la peine."
926,0,"respecter les gens est une partie importante de la vie, que ce soit la personne qui fait le travail de gardien ou la personne au-dessus de vous. peu importe qui vous êtes: je vais vous respecter."
927,0,"le respect mutuel est très important dans une relation, et comme mon travail fait partie de ma vie, il devrait le respecter."
928,0,"suivez vos rêves, travaillez dur, pratiquez et persévérez. assurez-vous de manger une variété d'aliments, d'obtenir beaucoup d'exercice et de maintenir un mode de vie sain."
929,0,"si vous faites ce que vous aimez, vous ne travaillerez jamais un jour dans votre vie."
930,0,"devenir mère a été la meilleure chose pour moi. c'est devenu le travail de ma vie. pas seulement l'éducation parentale, mais le partage d'informations et d'encourager d'autres femmes à être réceptives à la nature fondamentale de la maternité."
931,0,"ma mère était l'influence de ma vie. elle était forte, elle avait une grande foi dans le triomphe ultime de la justice et du travail acharné. elle croyait passionnément en l'éducation."
932,0,"la communication est une compétence que vous pouvez apprendre. c'est comme faire du vélo ou de la dactylographie. si vous êtes prêt à y travailler, vous pouvez rapidement améliorer la qualité d'une partie de votre vie."
933,0,je ne me vois pas aussi célèbre que je me vois comme une personne normale avec un travail qui n'est pas très normal. ma vie professionnelle est très dehors et très publique. mais je fais de mon mieux pour maintenir ma vie privée.
934,0,"la seule vie n'est supportable pour moi que par mon travail en science, mais pour le long terme, ce serait très mauvais si je devais faire sans une personne très jeune à côté de moi."
935,0,"je travaillais dans une école comme assistante d'enseignant, et ma mère est directrice dans une école primaire. je ne sais pas, je pense que c'est une belle vie, enseigner aux enfants."
936,0,"je veux travailler avec des enfants, j'adorerais être professeur."
937,0,"mes parents voulaient que je sois professeur, parce que je pouvais travailler la majeure partie de l'année et poursuivre les choses que j'aime faire pendant l'été."
938,0,j'essayais de canaliser mon énergie nerveuse de manière positive vers la force et l'endurance.
939,0,"parfois, je me réveille le matin et j'ai envie de retourner directement au lit. mais je dois quand même me lever et travailler, et je dois toujours profiter des chances que j'ai eues dans la vie."
940,0,"il s'agit vraiment de la famille, de l'amour et des enfants pour moi."
941,0,"le travail, c'est l'indépendance, ça m'a permis de façonner ma vie à tant de niveaux."
942,0,"je travaille dur, je gagne ma vie et j'adore ça. j'aime avoir une indépendance financière."
943,0,le fait est que je diète chaque jour de ma vie. je dois travailler dessus. mais je diète pour pouvoir sortir.
944,0,"j'ai trois enfants, trois petits-enfants, je travaille, je voyage, et je suis très heureux marié. je suis très satisfait et heureux de ma vie et il n'y a vraiment rien que je veux."
945,0,et j'ai beaucoup de chance d'avoir une fille dans ma vie que j'ai le privilège d'appeler ma femme
946,0,"seulement alors, à l'approche de mon quarantième anniversaire, j'ai fait de la philosophie le travail de ma vie."
947,0,dieu continue de faire des miracles dans ma vie.
948,0,"vous devez faire le travail dans votre mariage, mais il doit être posé sur une base solide d'amour."
949,0,"j'aime le travail, j'aime la vie, et je ne suis pas douée pour me détendre. je n'ai jamais beaucoup dormi en raison de cette imagination suractive et de mon cerveau constamment en pensant."
950,0,"je travaille très dur pour rester positif et heureux, mais je deviens triste et anxieux, comme tout le monde."
951,0,je suis si pathétiquement impatiente que les gens aiment d.c. c'est tellement triste. c'est comme si je travaillais pour la chambre de commerce ou quelque chose comme ça.
952,0,"c'est-à-dire, je suis optimiste que deux personnes puissent être ensemble pour régler leurs conflits. et cet engagement, je pense, pourrait être ce qu'est l'amour, parce qu'elles se développent toutes les deux de leur relation."
953,0,"le but du travail n'est pas de gagner de l'argent. le but du travail est de faire en sorte que les travailleurs, qu'ils travaillent les raideurs ou les cadres supérieurs, se sentent bien dans la vie."
954,0,le vrai succès est de vous trouver le travail de vie dans le travail que vous aimez.
955,0,"comme la plupart des gens, je peux être paresseux, donc c'est agréable d'avoir un but, une date limite ou une raison pour m'entraîner. je me sens mieux quand je fais de l'exercice, ou quand je suis à l'extérieur. j'aime faire de la randonnée, nager et courir, et j'aime jouer au soccer."
956,0,"je ne suis pas quelqu'un qui a mené ma vie en essayant d'obtenir de la publicité, je préfère faire mon travail et rentrer chez moi."
957,0,"j'aimerais garder le travail et la vie, ça veut dire que tu as ta vie à revenir, quelque part pour rentrer à la maison la nuit qui n'est pas envahie par ta journée."
958,0,"le travail sans amour, c'est l'esclavage."
959,0,parfait est l'ennemi du bien.
960,0,"pour obtenir des résultats positifs, elle doit travailler pour eux, et non pas espérer pour eux."
961,0,"si vous traversez l'enfer, continuez."
962,0,travaille dur en silence.
963,0,les temps changeront pour le mieux quand vous changerez.
964,0,"j'avais l'habitude de travailler au bureau du chômage, je le détestais, car quand ils m'ont viré, j'ai dû venir travailler de toute façon."
965,0,le travail commence quand la peur de ne rien faire du tout a finalement une influence sur la terreur de le faire mal.
966,0,"si vous croyez en vous-même et travaillez dur, vos rêves se réaliseront"
967,0,rien n'est vraiment travail à moins que vous préfériez faire autre chose.
968,0,"dans chaque mariage de plus d'une semaine, il y a des motifs de divorce. l'astuce est de trouver et de continuer à trouver des motifs de mariage."
969,0,la persévérance est le dur travail que vous faites après avoir été fatigué de faire le dur travail que vous avez déjà fait.
970,0,"tout ce que vous faites, basez-le sur ce qui est le plus important pour vous. ce n'est qu'alors qu'il aura de la profondeur et du sens, et ce n'est qu'alors qu'il résonnera avec les autres."
971,0,"si tu n'es pas d'humeur, tu ne peux pas faire ça correctement."
972,0,le dur labeur devrait être récompensé par de la bonne nourriture.
973,0,"si tu ne m'interfères pas, je ferai toujours quelque chose de très bien."
974,0,"mon sentiment sur le travail est que c'est un mal inutile, donc j'ai toujours fait de mon mieux pour l'éviter."
975,0,le meilleur patron est celui qui dirige le moins.
976,0,arrêtez de chercher la permission d'autres personnes pour faire ce que vous savez que vous êtes censé faire.
977,0,mais ce ne sont pas toujours les gens qui disent le plus qui font le plus.
978,0,"quoi que vous fassiez, mettez toute votre âme, votre esprit et votre force en elle."
979,0,"évidemment, le plus beau destin, la plus belle fortune qui puisse arriver à n'importe quel être humain, est d'être payé pour faire ce qu'il aime passionnément faire."
980,0,"ce n'est pas ce que vous faites, mais ce que vous semblez faire."
981,0,"distraction gaspille notre énergie, la concentration la restaure."
982,0,"si vous lancez une carrière faisant quelque chose que vous n'aimez pas vraiment, que même si vous réussissez, vous ne vous sentirez pas réussir, et vous serez méprisant de votre propre succès."
983,0,"ce n'est pas ce que vous faites, mais ce genre de travail que vous faites fait la différence."
984,0,nous avons besoin de plus de représentations des femmes comme des professionnels compétents et des mères heureuses - voire des professionnels heureux et des mères compétentes.
985,0,"pensez personnellement, agissez en commun."
986,0,"il a dit que quand vous voulez changer les choses, vous ne pouvez pas plaire à tout le monde. si vous faites plaisir à tout le monde, vous ne faites pas assez de progrès. mark avait raison."
987,0,êtes-vous prêt à travailler pour ce que vous voulez ?
988,0,vous pouvez créer votre travail idéal.
989,0,"ce n'est pas son travail, je pensais, c'est sa passion."
990,0,sois génial dans tout ce que tu fais.
991,0,les gens ne valent que ce que leurs responsabilités leur font
992,0,"quoi que vous fassiez, assurez-vous de bien le faire."
993,0,"la concurrence ne consiste pas à se battre, mais à s'entraider pour atteindre un objectif commun."
994,0,le genre d'emplois qu'un jeune de 15 ans et demi peut obtenir ne vaut pas la peine d'être fait.
995,0,"la vie ne vous donnera pas ce que vous voulez, elle vous donnera ce pour quoi vous travaillez."
996,0,les choses qui me rendent le plus heureux sont ma famille et le travail.
997,0,"je suis plongé dans l'architecture toute la journée, travaillant dans mon bureau ou l'enseignement."
998,0,"le parti des femmes est composé de femmes de toutes races, croyances et nationalités qui sont unies dans le seul programme de travail pour améliorer la condition de la femme."
999,0,"d'après mon expérience, être occupé et travailler dur est la clé de la santé mentale et du bonheur."
1000,0,"je suis comparée à mon père tout le temps, et j'ai appris à le prendre positivement en travaillant dur."
1001,0,"ce que vous faites, c'est ce qui compte, pas ce que vous pensez ou dites ou planifiez."
1002,0,j'adore les délais. j'adore le bruit dégueulasse qu'ils font quand ils passent.
1003,0,"je n'aime pas vraiment le café, dit-elle, mais je n'aime pas vraiment quand ma tête frappe mon bureau quand je m'endors non plus."
1004,1,"quand vous voyez ce que certaines filles se marient, vous réalisez qu'elles doivent détester travailler pour gagner leur vie."
1005,0,"vous ennuyez-vous avec la vie ? alors jetez-vous dans une œuvre en laquelle vous croyez de tout votre cœur, vivez pour elle, mourrez pour elle, et vous trouverez le bonheur que vous avez pensé ne pourrait jamais être à vous."
1006,0,continuez à vous émerveiller.
1007,0,"je veux le faire parce que je veux le faire. les femmes doivent essayer de faire les choses comme les hommes ont essayé. lorsqu'elles échouent, leur échec ne doit être qu'un défi pour les autres."
1008,0,"les ressources ne durent pas pour toujours, soit elles doivent être utilisées, managées, soit elles seront déchetées."
1009,0,"tout ce que tu veux, travaille pour ça."
1010,0,les gens qui créent leurs propres possibilités sont plus prospères que ceux qui s'attendent à ce que des possibilités leur soient offertes.
1011,0,"si cela doit être fait, vous devez le faire vous-même."
1012,1,"les hommes sont autorisés à avoir de la passion et de l'engagement pour leur travail ... une femme est permise ce sentiment pour un homme, mais pas son travail."
1013,0,"si vous faites tout avec amour et joie, vous trouverez votre âme."
1014,0,"si les gens savaient à quel point je devais travailler pour acquérir ma maîtrise, cela n'aurait pas l'air si merveilleux du tout."
1015,0,"plus vous pouvez être vous-même, plus vous participez pleinement et consciemment au monde."
1016,0,"pour l'instant, faites juste bien votre travail."
1017,0,soyez assez robuste pour travailler plus qu'un robot !
1018,0,"laissez votre corps travailler jusqu'à ce qu'il soit dépensé, mais gardez votre esprit pour vous."
1019,0,nous sommes juste des paysans avec de l'argent.
1020,0,"vous pouvez voler le travail de quelqu'un, mais vous ne pouvez pas voler l'expérience qu'il a acquise de ce travail."
1021,0,"une des choses vraiment difficiles est de trouver quelles questions poser. une fois que vous avez trouvé la question, alors la réponse est relativement facile."
1022,0,"je ne sais pas comment le faire aujourd'hui, mais je saurai comment le faire demain et le faire."
1023,0,"le plaisir et les affaires, contrairement au pétrole et à l'eau, peuvent parfois être mélangés."
1024,0,"si vous voulez que les choses changent, vous devez changer. si vous voulez que les choses s'améliorent, vous devez vous améliorer."
1025,0,vous avez le temps de faire ce qui doit être fait.
1026,0,la qualité du travail est directement liée à la qualité du caractère d'une personne.
1027,0,prenez le temps d'être immobile.
1028,0,"s'il faut le faire, il faut le faire au mieux."
1029,0,"tant qu'il y a des façons de servir, alors nous avons un travail à faire."
1030,0,"je ne voulais pas abandonner mon travail et rejoindre les rangs de la brigade doing fuck all, peu importe combien d'argent j'avais à la banque."
1031,0,"tu n'es qu'une bonne idée, et si tu ne peux pas être d'accord, alors il est temps de marcher."
1032,0,"quand tu ne peux pas, fais semblant."
1033,0,j'adore ce que tu fais !
1034,0,"si vous n'avez pas de travail, vous avez besoin d'aide."
1035,0,c'est absurde d'être contrarié par un manque de résultats quand la cause est un manque d'activité.
1036,0,ce n'est pas la peine d'aller plus loin si les gens ne s'y attendent pas. vous n'aurez jamais de crédit supplémentaire pour elle.
1037,0,une façon sûre de démarrer votre propre entreprise est de rester hors de tout le monde.
1038,0,tu as ce pour quoi tu travailles.
1039,0,"être entouré de gens qui réussissent, ça ne veut pas dire que tu l'as fait."
1040,0,"la vitesse de la vie moderne est une chose oppressive, et le monde des entreprises est prompt à punir ceux qui ont un cœur honnête."
1041,0,"je n'ai ni bébé ni ambition, j'ai tout !"
1042,0,"il ne s'agit pas de savoir combien d'activités nous sommes capables de faire, mais comment nous effectuons l'activité qui fait la différence."
1043,0,"n'écoutez pas un homme qui dit qu'on doit travailler ensemble en équipe, il veut dire qu'on doit travailler comme il dit."
1044,0,mais je n'ai aucun souci pour les affaires et je pensais rester éveillé pour être assez d'une réalisation.
1045,0,"il est facile de blesser les gens quand nous ne filtreons pas nos pensées, quand nous ne choisissons pas nos mots, quand nous ne contrôlons pas le ton de la voix et le langage du corps."
1046,0,"faites tout le travail que vous pouvez, tant que vous le pouvez."
1047,0,le travail que vous avez été appelé à faire est très important et précieux
1048,1,"elle ne travaille pas assez ici, probablement parce que c'est une femme."
1049,1,"il n'y a pas de femmes laides, seulement paresseuses"
1050,0,"si vous travaillez toute la journée, quand pouvez-vous vous connecter à votre âme ?"
1051,0,"au lieu de penser que vous avez toujours besoin de faire des choses plus grandes, apprenez à faire les petites choses de meilleures façons."
1052,0,"sans force, pouvons-nous travailler pour créer de la richesse?"
1053,0,"avec ou sans paiement, le travail sera fait."
1054,0,nous travaillons dans le meilleur de nos capacités.
1055,0,"après tout, la meilleure partie d'une fête n'est peut-être pas tant de se reposer, que de voir tous les autres êtres occupés à travailler."
1056,0,fais ce que tu veux que ça marche.
1057,0,je viens de réaliser que le sommeil est parfois le seul salaire précieux pour l'homme qui travaille dur.
1058,0,"si deux hommes sur le même travail d'accord tout le temps, alors un est inutile. s'ils ne sont pas d'accord tout le temps, les deux sont inutiles."
1059,0,"j'ai été entraîné à une cinquième vitesse, et tout ce que j'ai fait, j'ai fait à une date limite."
1060,0,travaille tant que tu as de la force.
1061,0,"si tu es paresseux, tu deviendras bientôt pauvre."
1062,0,mon esprit ressemble à une ruche sans bourdonnement.
1063,0,"lorsque vous gagnez le maximum de connaissances dans n'importe quel domaine de travail et que vous le mettez en pratique, aucun pouvoir ne pourra vous empêcher d'atteindre vos objectifs fixés."
1064,0,j'ai découvert que je suis plus à l'aise en dehors de ma zone de confort.
1065,0,je ne pourrais pas vivre avec moi-même si je pensais que rien ne pouvait aller mieux.
1066,0,la plupart des réunions d'affaires impliquent qu'une partie supprime de manière détaillée le désir de crier à l'autre: «donnez-nous juste l'argent».
1067,0,il est triste de voir les gens faire des choses sans y mettre leur âme et leur cœur.
1068,0,ceux qui se sentent satisfaits de leur vie personnelle sont plus satisfaits de leur carrière et obtiennent de meilleurs résultats.
1069,0,"quand il a étudié, ce n'était pas tant pour une promotion que pour excel à son travail."
1070,0,"en se concentrant sur sa carrière et en adoptant une approche calculée de l'accumulation du pouvoir, heidi a violé nos attentes stéréotypées des femmes."
1071,0,laissez la beauté de tout ce que nous aimons se refléter dans qui nous sommes et dans nos actions.
1072,0,"pour être grand à tout ce que vous faites, vous devez l'aimer! mais aussi lui donner votre tout.."
1073,0,commencez le travail !
1074,0,le seul travail pour le succès est le travail acharné.
1075,0,je servirai avec toute ma force.
1076,0,explorez les possibilités infinies de la vie.
1077,0,"quand nous produisons à notre plus haut niveau de potentiel, nous sommes contents. parce que nous avons donné de moi le meilleur dans ce que nous aimons faire."
1078,0,"je vous ai donné mon temps, tout ce que j'ai à donner, tout ce que n'importe quel homme a, et pour un pitoyable dollar et un quart d'heure."
1079,0,"c'est bien de dire à un gars de se soulever par ses propres pièges, mais c'est cruel de dire à un gars sans bottes qu'il devrait se soulever par ses propres pièges."
1080,0,"parfois, nous devons juste le sucer et faire ce que nous devons faire, jusqu'à ce que nous soyons en mesure de faire ce que nous voulons faire."
1081,0,"la prochaine fois, pouvez-vous lui demander d'apporter des cookies ? je n'aime pas supporter ce niveau de folie à moins qu'il y ait une sorte de compensation de haute calories."
1082,0,mieux vaut être connu pour quelque chose que d'être oublié pour rien.
1083,0,"ce n'est pas de la charge de travail qui te tue, c'est de l'inquiétude qui te tue."
1084,0,faites ce que vous pouvez tant que vous le pouvez.
1085,0,"construire quelque chose qui compte, c'est un marathon, pas un sprint."
1086,0,"une entreprise est comme une automobile. ses gens ses roues, leur passion son carburant."
1087,0,"si vous ne visez pas la perfection, vous n'essayez pas assez fort."
1088,0,ma mère et mon père avaient travaillé très dur pour m'offrir une éducation.
1089,0,"vous devez trouver votre cadeau, quelque chose que vous faites mieux que d'autres"
1090,0,"le point n'est pas d'être le meilleur, mais d'être le meilleur que vous pouvez être."
1091,0,je travaille pour ce que je veux.
1092,0,"si vous voulez quelque chose de nouveau, vous devez arrêter de faire quelque chose de vieux"
1093,0,"j'ai obtenu un diplôme de mater en journalisme et j'ai pris le premier emploi offert, en tant qu'écrivain sportif. au lieu de poursuivre ma propre renommée, j'ai écrit sur les athlètes célèbres à la poursuite de la leur."
1094,0,"si vous trouvez difficile de vous entendre avec votre patron, essayez de raisonner avec lui et de parler à travers vos différences. si cela ne fonctionne pas, conduisez-le au suicide et prendre le contrôle de l'entreprise."
1095,0,"ce n'est pas tout ce que tu es bon, c'est ce que tu es appelé à faire."
1096,0,"mes deux jours les plus improductifs de la semaine ont toujours été hier et demain. en gardant cela à l'esprit, j'essaie de concentrer la majorité de mon attention sur aujourd'hui."
1097,0,"laissez votre passion servir de source d'énergie pour vous maintenir en vie. je peux attester que vous serez plus heureux, plus sain et plus réussi."
1098,0,"avec ou sans argent, le travail doit être fait."
1099,0,vous pensiez pouvoir chier et manger en même temps.
1100,0,tout le monde doit commencer quelque part. vous avez tout votre avenir devant vous. la perfection n'arrive pas tout de suite.
1101,0,"qui a dit à ces gens avec des rêves, des objectifs et des ambitions qu'ils pourraient prendre congé?"
1102,0,"le président remarque que lorsqu'il enlève son manteau pour creuser, les gens prennent plus conscience du visuel qu'ils n'ont fait ses remarques précédentes."
1103,0,cent échecs signifie mille succès
1104,0,"travailler comme si tu n'avais pas besoin d'argent, danser comme si personne ne regardait, et aimer comme si tu n'avais jamais été blessé."
1105,0,je décide de faire de mon mieux en tout.
1106,0,je ne dors jamais bien quand je suis de garde.
1107,0,"nous ne pouvons voir qu'une courte distance à l'avance, mais nous pouvons en voir beaucoup là-bas qui doit être fait."
1108,0,"nous faisons beaucoup de choses avec insouciance ou contre notre gré, mais rien de studieuse à moins d'être disposés et d'appliquer nous-mêmes."
1109,0,votre don n'est pas ce que vous faites mais ce que vous êtes
1110,0,les états-unis ont une longue histoire de radiations nocives pour la santé des travailleurs.
1111,0,lorsqu'on leur donne l'occasion de faire preuve d'excellence et de ne jamais cesser de fumer.
1112,0,"je suis chirurgien cardiaque, mais je ne suis qu'un mécanicien."
1113,0,il n'y a pas de compétition dans le travail. beaucoup d'un homme veut la gloire mais ne travaille pas.
1114,0,la culture américaine en général a échoué aux mères qui travaillent.
1115,0,"les hommes peu profonds croient en la chance, les hommes forts croient en la cause et l'effet."
1116,1,un vagin est un diplôme de femme sans instruction.
1117,0,les dirigeants qui réussissent savent comment soutenir leurs initiatives et créer un environnement propice au changement et à l'innovation.
1118,0,"si votre idée ne peut pas changer l'industrie, vous n'avez pas ajouté de valeur"
1119,0,je suis amoureux de ce que je fais. je le fais avec une grande passion.
1120,0,"ne travaillez que ce qui compte, et vous finirez par plaire à ceux qui sont assez importants pour s'en soucier."
1121,0,personne ne réalisera quoi que ce soit en rêvant.
1122,0,"ne jamais travailler! faites tout pour s'amuser. rappelez-vous, la vie est pour la joie!"
1123,0,"ce n'est pas combien vous êtes payé qui compte, mais combien vous obtenez fait qui est le plus important."
1124,0,"quand j'aurai complètement exécuté cette phase de ma vie, alors je pourrai commencer un nouveau chapitre."
1125,0,"il ya beaucoup de chances dans la vie, ce qui est important est ce que vous faites d'eux."
1126,0,je souhaite être un produit pas un consommateur.
1127,0,utilisez vos compétences spéciales pour commencer votre propre travail.
1128,0,vivez la vie avec une grande humilité.
1129,0,"plus le combat est dur, plus la victoire est grande."
1130,0,"faites le bon travail, avec les ressources que vous avez."
1131,0,la communication peut être envoyée ou reçue par des signaux verbaux ou non verbaux.
1132,0,les opportunités sont comme les chouettes de nuit. ils aiment strier nu et hurler à la lune. beaucoup de succès dans la vie vient à la chance. alors mettez-vous dans une position pour obtenir de la chance. parce que vous savez ce qui se passe si vous ne sortez pas? rien.
1133,0,il ne s'agit pas seulement de faire ce que vous aimez pour vivre. il s'agit de faire ce que vous aimez avec l'amour.
1134,0,"un génie fait ce qu'il maîtrise, un homme ordinaire essaie de maîtriser ce qu'il fait."
1135,0,"si vous voulez connaître les vraies raisons qui sous-tendent cette attitude, pensez à la pensée qui sous-tend cette attitude."
1136,0,l'interrogation est importante pour l'innovation révolutionnaire que dans les futures entreprises auront un poste de niveau cxo qui mène toutes les innovations intéressantes - cqo chief questioning officer.
